star_name,n_spectra,n_single,n_echelle_orders,ra_deg,dec_deg,mjd_min,mjd_max,median_snr,amateur_frac,time_span_days,split
V615 CAS,6,6,0,40.13193816,61.22933651,55873.98281828704,60959.06299517361,332.089244707421,1.0,5085.1,train
V635 CAS,1,1,0,19.63292,63.74,60568.12084516431,60568.12084516431,217.50101082566096,1.0,0.0,validation
V644 CEN,1,1,0,175.777146,-60.734703,59767.03824258333,59767.03824258333,91.7264835066047,1.0,0.0,train
V644 MON,62,10,52,104.2890929,-10.8244617,54914.84346643519,60654.302246527775,213.43353793872575,0.9838709677419355,5739.5,train
V647 MON,29,2,27,107.2448179,-1.0158081,56755.848078703704,59328.82974537037,30.194025966463165,1.0,2573.0,train
V658 CAR,19,19,0,159.696958,-58.725665,57826.5186400463,57894.47139467593,82.41757012641862,1.0,68.0,train
V695 MON,202,40,162,120.18389285,-2.88192056,49836.861364809025,60706.3354224537,176.96217441735942,0.9900990099009901,10869.5,validation
V696 MON,321,66,255,91.05625598,-6.70893821,54000.08304398148,60924.36255787037,277.744329604332,0.9314641744548287,6924.3,train
V699 MON,2,2,0,98.174146,10.159344,56213.20754050926,57009.97466435185,968.1564784488991,1.0,796.8,test
V715 MON,326,20,306,102.26523443,1.00206433,52365.91412472917,60945.35096643519,161.0281866068712,0.7914110429447853,8579.4,validation
V716 CEN,178,2,176,213.41593485,-54.62562705,57564.45207175926,60920.07401041667,326.32203129035327,1.0,3355.6,train
V718 SCO,256,53,203,243.29830008,-22.48518134,56115.95928819444,60860.08078125,87.36424608751182,1.0,4744.1,test
V725 MON,109,4,105,97.57345527,2.8478937,55576.952731481484,60767.08542824074,54.16842975138609,1.0,5190.1,validation
V728 MON,160,6,154,98.18013282,-7.5089694,52265.00870966916,60967.26191550926,66.01871336760568,0.58125,8702.3,train
V731 TAU,288,21,267,85.83125736,23.20437322,54084.005,60989.02162037037,100.66544782476953,1.0,6905.0,test
V733 MON,63,5,58,100.00659326,-4.69870892,56015.87162615741,60969.26719907407,102.89294627477821,1.0,4953.4,train
V737 MON,31,2,29,100.55391516,-10.49807772,56015.83314236111,60779.068402777775,85.78853755674983,1.0,4763.2,train
V742 CAS,214,59,155,2.90477772,58.21182887,52139.0209375,60982.19841435185,116.33112351851938,0.9672897196261683,8843.2,train
V742 MON,230,14,216,102.9406358,5.08440633,52656.799008370836,60677.36903356481,85.34884462535751,0.7086956521739131,8020.6,test
V746 MON,96,44,52,104.07952,-3.8070833,54742.18476851852,60695.32959490741,77.41911324528293,1.0,5953.1,test
V750 ARA,338,37,301,261.97838236,-47.02622115,49932.6959940625,60898.51791087963,287.3537051890047,0.9911242603550295,10965.8,train
V763 MON,94,13,81,113.99081809,-3.36830168,54909.934508101855,60677.453726851854,145.58396843028413,0.9893617021276596,5767.5,train
V764 CAS,454,39,415,19.3595516,57.63208145,52134.08494212963,60898.01359570602,130.67715808083335,0.6916299559471366,8763.9,train
V767 CEN,758,62,696,208.48849774,-47.12816347,57888.52389467593,60660.340503472224,345.56199768567353,1.0,2771.8,train
V771 SGR,34,5,29,268.3685054,-24.7743642,55777.86902777778,60876.239820601855,98.70716577822776,1.0,5098.4,train
V774 CEN,118,0,118,208.36761413,-39.0572033,59795.46123842592,60835.25334490741,228.0017615281665,1.0,1039.8,test
V777 CAS,625,105,520,28.92856102,59.27344999,52143.9909375,60899.167386469904,90.27943007870351,0.888,8755.2,validation
V780 CAS,164,30,134,30.65178084,59.68810056,52162.9309375,60961.020542673614,114.87192454738593,0.9817073170731707,8798.1,train
V782 CAS,232,56,176,32.1893179,65.03742368,52144.0609375,60899.129307800926,76.85978048828724,0.9913793103448276,8755.1,validation
V783 CAS,31,4,27,32.62893626,64.09198216,56917.02738425926,59097.080347222225,30.45291212571123,1.0,2180.1,train
V795 CEN,146,1,145,213.73807658,-57.08612622,57883.545810185184,60921.07058449074,440.880156511401,1.0,3037.5,train
V801 CAS,293,54,239,47.22574418,62.38459712,52163.0459375,61019.01939814815,119.73311369043681,0.9658703071672355,8856.0,test
V807 CEN,1,1,0,216.316367,-61.319892,57564.460619212965,57564.460619212965,399.066904330395,1.0,0.0,train
V808 CAS,30,6,24,348.86633379,62.079048,55836.90429976852,60897.00431236111,30.92898088546186,1.0,5060.1,validation
V810 CAS,115,9,106,350.0792353,55.80780007,55067.02766782408,60180.45093171296,72.7382728108588,1.0,5113.4,validation
V811 CAS,120,12,108,350.14294994,58.2776227,55085.00076967593,60201.411145833335,75.36960509880609,0.9916666666666667,5116.4,train
V813 CAS,141,20,121,350.54360005,56.34822529,52245.786412037036,60961.89790512731,88.19813640055423,0.9787234042553191,8716.1,train
V817 CAS,72,21,51,356.47941839,54.73539769,55066.90778356481,60559.95161025,77.13396468440942,0.9861111111111112,5493.0,train
V817 CEN,178,2,176,182.22745499,-41.23160344,56786.50356481481,60740.31542824074,485.9905610075311,1.0,3953.8,test
V818 CAS,243,143,100,357.47133135,62.21409218,52134.967673611114,60910.04048445602,179.83323099539106,0.9835390946502057,8775.1,test
V828 ARA,148,3,145,255.4474461,-58.95824824,56173.53653935185,60915.19914351852,373.9721535088544,1.0,4741.7,train
V830 ARA,61,3,58,263.4849871,-45.6272481,56167.545127314814,60861.35920717593,96.71017042964652,1.0,4693.8,validation
V831 CAS,70,3,67,26.750708,61.356583,50434.850943804166,59118.99736689815,30.692650914183698,0.04285714285714286,8684.1,train
V846 ARA,176,2,174,254.03684569,-50.67479072,56903.52714699074,60921.163148148145,422.79945640832295,1.0,4017.6,test
V848 ARA,33,4,29,254.73669064,-46.12899435,56467.55271412037,60864.326394675925,157.8371692261938,1.0,4396.8,train
V856 SCO,117,0,117,242.14286185,-39.10509107,59802.536458333336,60859.27605324074,230.53512661988546,1.0,1056.7,validation
V862 ARA,179,4,175,262.84701613,-56.9209631,56174.53355324074,60923.18976273148,344.1191101023928,1.0,4748.7,train
V862 SCO,136,2,134,265.00433813,-32.20106799,49199.703204230325,60870.31328703704,266.01142737936186,0.9852941176470589,11670.6,validation
V863 CEN,198,2,196,182.0217667,-50.66127022,55960.60282986111,60740.2726099537,402.75028414049314,1.0,4779.7,train
V864 ARA,1744,4,1740,263.29727591,-58.55753284,56172.55195601852,60975.0405787037,258.765605320021,1.0,4802.5,train
V868 ARA,151,5,146,267.57863149,-47.2305249,56152.555925925924,60965.09462962963,204.4111996476448,1.0,4812.5,train
V907 CEN,1,1,0,170.58218392,-61.07347153,56842.44011574074,56842.44011574074,468.65525501016583,1.0,0.0,train
V923 AQL,530,68,462,292.63801325,3.44440538,48012.189789282405,60996.754832175924,121.7945172027355,0.7849056603773585,12984.6,train
V946 CEN,88,1,87,195.39540135,-60.67138805,57877.47657407408,60791.37054398148,226.81479798916592,1.0,2913.9,train
V952 CEN,31,2,29,197.8729964,-55.35684286,56452.564571759256,60797.34318287037,144.36414623323984,1.0,4344.8,train
V955 CEN,88,1,87,198.54802452,-63.37373648,49516.590830549765,60800.373449074075,107.4835838670999,0.9886363636363636,11283.8,train
V956 SCO,89,2,87,256.7714879,-35.7589956,49915.7228767419,60867.17328125,131.24598629329435,0.9887640449438202,10951.5,train
V958 CEN,118,1,117,198.66952056,-38.65157169,57855.56711805556,60824.24673611111,280.0200044191322,1.0,2968.7,train
V959 CEN,2,2,0,198.79168839,-60.96686912,56461.54957175926,56828.497245370374,340.93994691000836,1.0,366.9,train
V963 ORI,38,9,29,94.82032843,20.5799328,54907.83236689815,60636.259108796294,142.1860151628589,1.0,5728.4,train
V967 CEN,90,3,87,201.85441535,-62.64901217,49533.75315845486,60801.38222800926,210.61282706413093,0.9777777777777777,11267.6,train
V972 CAS,4,4,0,26.325104,61.115689,55421.91009837963,59066.067702546294,196.42794175867715,1.0,3644.2,train
V973 CAS,1,1,0,26.40737,61.13311,55424.08175925926,55424.08175925926,122.12544361840833,1.0,0.0,train
V974 HER,316,44,272,270.11523862,19.50578511,52066.91793981481,60996.766984953705,117.9913768742405,0.9873417721518988,8929.8,validation
V975 CAS,3,3,0,26.443517,61.155764,55421.942453703705,58737.06204282407,8.66598642210287,1.0,3315.1,test
V976 CAS,1,1,0,26.48379,61.21261,58386.04398148148,58386.04398148148,123.72219953517117,1.0,0.0,train
V977 CAS,2,2,0,26.49712,61.21269,55422.91820601852,58386.016597222224,266.0000373861869,1.0,2963.1,train
V978 CAS,126,9,117,26.52538,61.22753,55533.82549189815,60596.40081597222,66.36939274650226,1.0,5062.6,train
V979 CAS,1,1,0,26.55836,61.22884,58766.9265625,58766.9265625,125.59294832325429,1.0,0.0,train
V980 CAS,1,1,0,26.58423,61.23933,55422.95738425926,55422.95738425926,78.95316490357801,1.0,0.0,test
V981 CAS,4,4,0,26.61179,61.12825,55422.99274884259,60223.9035474537,112.75450560406209,1.0,4800.9,train
V982 CAS,1,1,0,26.612096,61.236433,58092.96854166667,58092.96854166667,507.3374877808542,1.0,0.0,train
V983 CAS,2,2,0,26.61525,61.20706,55423.02090856482,58395.90027777778,478.5010260744052,1.0,2972.9,test
V984 CAS,1,1,0,26.62761,61.24146,55423.04938657407,55423.04938657407,80.57094437669319,1.0,0.0,train
V985 CAS,1,1,0,26.64807,61.2633,55422.082280092596,55422.082280092596,331.6994988725805,1.0,0.0,train
V986 CAS,1,1,0,26.76542,61.29228,59841.87666666666,59841.87666666666,315.468641998225,1.0,0.0,train
V986 OPH,183,29,154,271.15565384,1.9189917,52074.97694444445,60929.12846064815,150.0440063503965,0.9890710382513661,8854.2,train
V987 CEN,32,3,29,209.49071759,-59.88468594,56824.5291087963,60846.157534722224,110.6858724336186,1.0,4021.6,train
VV PSA,153,8,145,329.98142258,-31.52573478,49668.819995949074,60921.287702546295,213.1236165946496,0.9869281045751634,11252.5,train
VV SER,23,5,18,277.199437,0.144378,56152.987413194445,59772.03275438889,4.549566245508199,1.0,3619.0,validation
VX CAS,5,5,0,7.8778525,61.9808239,58720.08349537037,60224.931371527775,17.7194223969775,1.0,1504.8,test
W DEL,4,4,0,309.41702643,18.28438282,56489.96396990741,60193.88837761574,483.1810703975285,1.0,3703.9,test
WW VUL,9,9,0,291.4947925,21.2086875,56131.99290509259,60572.95624175,268.1018028548838,1.0,4441.0,train
XY PER,28,5,23,57.40134954,38.98211249,56153.091886574075,60567.167564222225,70.82725331357595,1.0,4414.1,train
Z HER,1246,73,1173,267.51389913,48.3941555,50137.15,60949.175891203704,76.13047690683823,0.9919743178170144,10812.0,train
ZET CRV,579,137,442,185.140175,-22.21590028,49503.94781013889,61024.2855609375,254.34738229142428,0.9965457685664939,11520.3,train
ZET OPH,2736,87,2649,249.28974606,-10.56709152,49922.868055555555,60931.05663194445,257.67228060315995,0.14364035087719298,11008.2,test
ZET TAU,5832,4098,1734,84.411191,21.142549,48296.975576394674,61019.85276041667,870.4004362669051,0.9454732510288066,12722.9,train
[BE74] 570,4,4,0,80.64908,-70.40344,56224.48780671296,59303.45693287037,123.70810071895067,1.0,3079.0,train
[KW97] 26 56,1,1,0,91.0908,28.6444,57064.891302083335,57064.891302083335,363.04316847006623,1.0,0.0,train
